2017-06-27 06:22:13,737 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@5e3a8624: startup date [Tue Jun 27 06:22:13 UTC 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-06-27 06:22:15,628 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61636 | org.apache.activemq.network.DiscoveryNetworkConnector | main
2017-06-27 06:22:15,629 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | main
2017-06-27 06:22:15,629 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | main
2017-06-27 06:22:15,631 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61636 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | main
2017-06-27 06:22:15,632 | INFO  | Network Connector DiscoveryNetworkConnector:Q:broker1->broker3:BrokerService[broker-1] Started | org.apache.activemq.network.NetworkConnector | main
2017-06-27 06:22:15,633 | INFO  | Apache ActiveMQ 5.8.0 (broker-1, ID:ip-172-31-15-45-45471-1498544535346-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-06-27 06:22:15,633 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-06-27 06:22:15,633 | WARN  | Store limit is 102400 mb, whilst the data directory: /home/ubuntu/apache-activemq-5.8.0/cluster/broker-1/data/kahadb only has 6426 mb of usable space | org.apache.activemq.broker.BrokerService | main
2017-06-27 06:22:15,633 | ERROR | Temporary Store limit is 51200 mb, whilst the temporary data directory: /home/ubuntu/apache-activemq-5.8.0/cluster/broker-1/data/broker-1/tmp_storage only has 6426 mb of usable space | org.apache.activemq.broker.BrokerService | main
2017-06-27 06:22:16,439 | INFO  | Web console type: embedded | org.apache.activemq.web.WebConsoleStarter | main
2017-06-27 06:22:16,631 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61626 | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 06:22:16,632 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 06:22:16,632 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 06:22:16,639 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61626 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 06:22:16,646 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61636 | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 06:22:16,647 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 06:22:16,647 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 06:22:16,650 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61636 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 06:22:16,681 | INFO  | ActiveMQ WebConsole initialized. | org.apache.activemq.web.WebConsoleStarter | main
2017-06-27 06:22:16,879 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-06-27 06:22:17,280 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-06-27 06:22:18,647 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61626 | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-2
2017-06-27 06:22:18,647 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-2
2017-06-27 06:22:18,649 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-2
2017-06-27 06:22:18,650 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61626 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-2
2017-06-27 06:22:18,658 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61636 | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-2
2017-06-27 06:22:18,658 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-2
2017-06-27 06:22:18,659 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-2
2017-06-27 06:22:18,662 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61636 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-2
2017-06-27 06:22:21,901 | INFO  | Apache ActiveMQ 5.8.0 (broker-1, ID:ip-172-31-15-45-45471-1498544535346-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2017-06-27 06:22:21,903 | INFO  | Network Connector DiscoveryNetworkConnector:Q:broker1->broker2:BrokerService[broker-1] Stopped | org.apache.activemq.network.NetworkConnector | ActiveMQ ShutdownHook
2017-06-27 06:22:21,903 | INFO  | Network Connector DiscoveryNetworkConnector:Q:broker1->broker3:BrokerService[broker-1] Stopped | org.apache.activemq.network.NetworkConnector | ActiveMQ ShutdownHook
2017-06-27 06:22:23,524 | INFO  | Connector openwire Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2017-06-27 06:22:23,526 | INFO  | Connector amqp Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2017-06-27 06:22:23,532 | INFO  | PListStore:[/home/ubuntu/apache-activemq-5.8.0/cluster/broker-1/data/broker-1/tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2017-06-27 06:22:23,532 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2017-06-27 06:22:23,532 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2017-06-27 06:22:23,533 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2017-06-27 06:22:23,880 | INFO  | Apache ActiveMQ 5.8.0 (broker-1, ID:ip-172-31-15-45-45471-1498544535346-0:1) uptime 8.666 seconds | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2017-06-27 06:22:23,882 | INFO  | Apache ActiveMQ 5.8.0 (broker-1, ID:ip-172-31-15-45-45471-1498544535346-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2017-06-27 06:22:23,883 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@5e3a8624: startup date [Tue Jun 27 06:22:13 UTC 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | ActiveMQ ShutdownHook
2017-06-27 06:22:23,909 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | ActiveMQ ShutdownHook
2017-06-27 07:27:08,891 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@5e3a8624: startup date [Tue Jun 27 07:27:08 UTC 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-06-27 07:27:10,402 | INFO  | PListStore:[/home/ubuntu/apache-activemq-5.8.0/cluster/broker-1/data/broker-1/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-06-27 07:27:10,428 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/home/ubuntu/apache-activemq-5.8.0/cluster/broker-1/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2017-06-27 07:27:11,245 | INFO  | KahaDB is version 4 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-06-27 07:27:11,268 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-06-27 07:27:11,268 | INFO  | Recovery replayed 1 operations from the journal in 0.014 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-06-27 07:27:11,412 | INFO  | Apache ActiveMQ 5.8.0 (broker-1, ID:ip-172-31-15-45-46647-1498548431291-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-06-27 07:27:11,442 | INFO  | Listening for connections at: tcp://ip-172-31-15-45:61616?maximumConnections=1000&wireformat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-06-27 07:27:11,443 | INFO  | Connector openwire Started | org.apache.activemq.broker.TransportConnector | main
2017-06-27 07:27:11,446 | INFO  | Listening for connections at: amqp://ip-172-31-15-45:5672?maximumConnections=1000&wireformat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-06-27 07:27:11,446 | INFO  | Connector amqp Started | org.apache.activemq.broker.TransportConnector | main
2017-06-27 07:27:11,447 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61626 | org.apache.activemq.network.DiscoveryNetworkConnector | main
2017-06-27 07:27:11,501 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | main
2017-06-27 07:27:11,531 | INFO  | broker-1 Shutting down | org.apache.activemq.network.DemandForwardingBridgeSupport | ActiveMQ BrokerService[broker-1] Task-2
2017-06-27 07:27:11,534 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | main
2017-06-27 07:27:11,535 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61626 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | main
2017-06-27 07:27:11,542 | INFO  | Network Connector DiscoveryNetworkConnector:Q:broker1->broker2:BrokerService[broker-1] Started | org.apache.activemq.network.NetworkConnector | main
2017-06-27 07:27:11,543 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61636 | org.apache.activemq.network.DiscoveryNetworkConnector | main
2017-06-27 07:27:11,543 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | main
2017-06-27 07:27:11,542 | INFO  | broker-1 bridge to Unknown stopped | org.apache.activemq.network.DemandForwardingBridgeSupport | ActiveMQ BrokerService[broker-1] Task-2
2017-06-27 07:27:11,545 | INFO  | broker-1 Shutting down | org.apache.activemq.network.DemandForwardingBridgeSupport | ActiveMQ BrokerService[broker-1] Task-2
2017-06-27 07:27:11,546 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | main
2017-06-27 07:27:11,546 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61636 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | main
2017-06-27 07:27:11,547 | INFO  | Network Connector DiscoveryNetworkConnector:Q:broker1->broker3:BrokerService[broker-1] Started | org.apache.activemq.network.NetworkConnector | main
2017-06-27 07:27:11,547 | INFO  | Apache ActiveMQ 5.8.0 (broker-1, ID:ip-172-31-15-45-46647-1498548431291-0:1) started | org.apache.activemq.broker.BrokerService | main
2017-06-27 07:27:11,548 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2017-06-27 07:27:11,548 | WARN  | Store limit is 102400 mb, whilst the data directory: /home/ubuntu/apache-activemq-5.8.0/cluster/broker-1/data/kahadb only has 6425 mb of usable space | org.apache.activemq.broker.BrokerService | main
2017-06-27 07:27:11,548 | ERROR | Temporary Store limit is 51200 mb, whilst the temporary data directory: /home/ubuntu/apache-activemq-5.8.0/cluster/broker-1/data/broker-1/tmp_storage only has 6425 mb of usable space | org.apache.activemq.broker.BrokerService | main
2017-06-27 07:27:11,547 | INFO  | broker-1 bridge to Unknown stopped | org.apache.activemq.network.DemandForwardingBridgeSupport | ActiveMQ BrokerService[broker-1] Task-2
2017-06-27 07:27:12,318 | INFO  | Web console type: embedded | org.apache.activemq.web.WebConsoleStarter | main
2017-06-27 07:27:12,543 | INFO  | ActiveMQ WebConsole initialized. | org.apache.activemq.web.WebConsoleStarter | main
2017-06-27 07:27:12,545 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61626 | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 07:27:12,546 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 07:27:12,546 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 07:27:12,551 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61636 | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 07:27:12,551 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 07:27:12,552 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 07:27:12,560 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61626 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 07:27:12,566 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61636 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 07:27:12,741 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2017-06-27 07:27:13,108 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2017-06-27 07:27:14,571 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61626 | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-2
2017-06-27 07:27:14,574 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-2
2017-06-27 07:27:14,575 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-2
2017-06-27 07:27:14,575 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61636 | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-2
2017-06-27 07:27:14,575 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-2
2017-06-27 07:27:14,576 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-2
2017-06-27 07:27:14,579 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61636 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-2
2017-06-27 07:27:14,580 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61626 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-2
2017-06-27 07:27:18,580 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61636 | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 07:27:18,580 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 07:27:18,581 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 07:27:18,580 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61626 | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 07:27:18,581 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 07:27:18,587 | INFO  | broker-1 Shutting down | org.apache.activemq.network.DemandForwardingBridgeSupport | ActiveMQ BrokerService[broker-1] Task-2
2017-06-27 07:27:18,591 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61636 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 07:27:18,591 | INFO  | broker-1 bridge to Unknown stopped | org.apache.activemq.network.DemandForwardingBridgeSupport | ActiveMQ BrokerService[broker-1] Task-2
2017-06-27 07:27:18,592 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 07:27:18,592 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61626 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 07:27:26,591 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61636 | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-2
2017-06-27 07:27:26,592 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-2
2017-06-27 07:27:26,595 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-2
2017-06-27 07:27:26,594 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61626 | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-2
2017-06-27 07:27:26,596 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-2
2017-06-27 07:27:26,596 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-2
2017-06-27 07:27:26,603 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61626 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-2
2017-06-27 07:27:26,603 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61636 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-2
2017-06-27 07:27:42,603 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61626 | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 07:27:42,604 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 07:27:42,605 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 07:27:42,604 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61636 | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 07:27:42,606 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 07:27:42,607 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ Task-1
2017-06-27 07:27:42,611 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61636 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 07:27:42,612 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61626 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | ActiveMQ Task-1
2017-06-27 07:27:54,152 | INFO  | Apache ActiveMQ 5.8.0 (broker-1, ID:ip-172-31-15-45-46647-1498548431291-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-16
2017-06-27 07:27:54,155 | INFO  | Network Connector DiscoveryNetworkConnector:Q:broker1->broker2:BrokerService[broker-1] Stopped | org.apache.activemq.network.NetworkConnector | Thread-16
2017-06-27 07:27:54,155 | INFO  | Network Connector DiscoveryNetworkConnector:Q:broker1->broker3:BrokerService[broker-1] Stopped | org.apache.activemq.network.NetworkConnector | Thread-16
2017-06-27 07:27:55,487 | INFO  | Connector openwire Stopped | org.apache.activemq.broker.TransportConnector | Thread-16
2017-06-27 07:27:55,494 | INFO  | Connector amqp Stopped | org.apache.activemq.broker.TransportConnector | Thread-16
2017-06-27 07:27:55,496 | INFO  | PListStore:[/home/ubuntu/apache-activemq-5.8.0/cluster/broker-1/data/broker-1/tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | Thread-16
2017-06-27 07:27:55,496 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-16
2017-06-27 07:27:55,496 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-16
2017-06-27 07:27:55,496 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | Thread-16
2017-06-27 07:27:55,832 | INFO  | Apache ActiveMQ 5.8.0 (broker-1, ID:ip-172-31-15-45-46647-1498548431291-0:1) uptime 45.420 seconds | org.apache.activemq.broker.BrokerService | Thread-16
2017-06-27 07:27:55,832 | INFO  | Apache ActiveMQ 5.8.0 (broker-1, ID:ip-172-31-15-45-46647-1498548431291-0:1) is shutdown | org.apache.activemq.broker.BrokerService | Thread-16
2017-06-27 07:27:55,832 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@5e3a8624: startup date [Tue Jun 27 07:27:08 UTC 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | Thread-16
2017-06-27 07:27:55,853 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | Thread-16
2017-06-27 07:32:49,697 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@5e3a8624: startup date [Tue Jun 27 07:32:49 UTC 2017]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2017-06-27 07:32:51,106 | INFO  | PListStore:[/home/ubuntu/apache-activemq-5.8.0/cluster/broker-1/data/broker-1/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2017-06-27 07:32:51,134 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/home/ubuntu/apache-activemq-5.8.0/cluster/broker-1/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2017-06-27 07:32:51,900 | INFO  | KahaDB is version 4 | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-06-27 07:32:51,927 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-06-27 07:32:51,928 | INFO  | Recovery replayed 1 operations from the journal in 0.018 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2017-06-27 07:32:52,075 | INFO  | Apache ActiveMQ 5.8.0 (broker-1, ID:ip-172-31-15-45-45157-1498548771956-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2017-06-27 07:32:52,106 | INFO  | Listening for connections at: tcp://ip-172-31-15-45:61616?maximumConnections=1000&wireformat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-06-27 07:32:52,107 | INFO  | Connector openwire Started | org.apache.activemq.broker.TransportConnector | main
2017-06-27 07:32:52,110 | INFO  | Listening for connections at: amqp://ip-172-31-15-45:5672?maximumConnections=1000&wireformat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2017-06-27 07:32:52,114 | INFO  | Connector amqp Started | org.apache.activemq.broker.TransportConnector | main
2017-06-27 07:32:52,115 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61626 | org.apache.activemq.network.DiscoveryNetworkConnector | main
2017-06-27 07:32:52,169 | INFO  | Connector vm://broker-1 Started | org.apache.activemq.broker.TransportConnector | main
2017-06-27 07:32:52,195 | INFO  | broker-1 Shutting down | org.apache.activemq.network.DemandForwardingBridgeSupport | ActiveMQ BrokerService[broker-1] Task-2
2017-06-27 07:32:52,196 | INFO  | Connector vm://broker-1 Stopped | org.apache.activemq.broker.TransportConnector | main
2017-06-27 07:32:52,197 | WARN  | Could not start network bridge between: vm://broker-1?async=false&network=true and: tcp://localhost:61626 due to: java.net.ConnectException: Connection refused (Connection refused) | org.apache.activemq.network.DiscoveryNetworkConnector | main
2017-06-27 07:32:52,203 | INFO  | Network Connector DiscoveryNetworkConnector:Q:broker1->broker2:BrokerService[broker-1] Started | org.apache.activemq.network.NetworkConnector | main
2017-06-27 07:32:52,203 | INFO  | Establishing network connection from vm://broker-1?async=false&network=true to tcp://localhost:61636 | org.apache.activemq.network.DiscoveryNetworkConnector | main
